customer_id,customer_name,pet_name,pet_type,pet_birthday
5334,Christopher Romero,Shawn,Dachshund,2023/10/13
5335,Kelly Young,Amber,Beagle,2020/02/10
5336,Alexander Davis,Christine,Poodle,2016/05/22
5337,Heather Vargas,Dennis,Labrador Retriever,2014/11/25
5338,Christina Brown,Jessica,Pug,2011/10/09
5339,Yolanda Norton,Eric,German Shepherd,2011/11/29
5340,Robert Brock,Madison,Beagle,2010/04/21
5341,Darrell Cain,Adam,Beagle,2022/03/15
5342,Sara Tate,Jon,Chihuahua,2017/06/05
5343,Jeffrey Barnes,Charles,Dachshund,2019/01/19
5344,Katie Porter,Summer,Beagle,2024/07/06
5345,Richard Carlson,William,Labrador Retriever,2023/01/03
5346,Amy Peterson,Joseph,Chihuahua,2012/07/06
5347,Gary Lewis,Elizabeth,Golden Retriever,2010/03/19
5348,Richard Ortega,Christina,German Shepherd,2016/03/15
5349,Randy Yu,Mark,Labrador Retriever,2020/03/29
5350,Adam Chambers,Elizabeth,Poodle,2009/12/21
5351,Deborah Carrillo,Tracy,German Shepherd,2013/05/18
5352,Cody Boyd,David,German Shepherd,2019/02/03
5353,William Hernandez,Katrina,Beagle,2013/05/11
5354,Brian Morales,Bryan,Beagle,2017/04/17
5355,Karen Spencer,Peter,Poodle,2020/02/26
5356,Dr. April Werner,Anthony,Poodle,2017/08/10
5357,Ryan Whitney,Sonya,German Shepherd,2009/12/22
5358,Scott Smith,Eric,Chihuahua,2018/09/05
5359,Hector Rush,Mary,Golden Retriever,2024/09/22
5360,Adam Huber,Amber,Poodle,2017/07/04
5361,Amy Simmons,Stephen,Beagle,2016/03/24
5362,Karen Dixon,Kristen,Golden Retriever,2017/05/11
5363,Darren Ibarra,Virginia,Pug,2013/04/09
5364,Karen Warren,Philip,Pug,2012/11/05
5365,Darrell Rojas,Bradley,Bulldog,2011/07/23
5366,Susan Hernandez,Glenn,Bulldog,2022/11/02
5367,Nathaniel Oliver,Laura,Chihuahua,2013/02/16
5368,Charles Larson,Christopher,Chihuahua,2022/05/08
5369,Jeffrey Kelly,Danielle,Dachshund,2015/05/16
5370,Jason Santos,Victor,Pug,2021/07/23
5371,Gregory Glass,Daniel,Bulldog,2015/05/21
5372,Damon Estrada,Sean,Bulldog,2010/10/02
5373,Lynn Lewis,Nathan,Poodle,2013/06/20
5374,Lynn Miller,William,Beagle,2024/03/11
5375,William Gardner,Paul,Labrador Retriever,2020/06/16
5376,Mrs. Jacqueline Duncan,Tonya,Pug,2012/12/06
5377,James York,Sabrina,Pug,2022/05/18
5378,Patricia Scott,Julia,Dachshund,2020/09/01
5379,Jonathan Acosta,Brian,Beagle,2018/11/07
5380,John Gibbs,Jason,Labrador Retriever,2016/04/04
5381,Tracy Parker,Oscar,Dachshund,2024/08/25
5382,Caitlin Mclaughlin,Christian,Bulldog,2011/07/22
5383,Craig Lewis,Mindy,Chihuahua,2019/09/11
5384,Victoria Oconnell,Richard,Dachshund,2009/10/22
5385,Ronald Duarte,Jason,Poodle,2009/10/28
5386,John Walker,Deborah,Rottweiler,2015/06/27
5387,Cheyenne Cowan,Mary,Poodle,2011/11/13
5388,Jacob Smith,Austin,Poodle,2011/07/21
5389,Andrew Tran,Karen,Rottweiler,2019/02/12
5390,Johnathan Alvarado,Teresa,Rottweiler,2009/12/27
5391,Ernest Mccarthy,Joshua,German Shepherd,2009/06/15
5392,Edward Patterson,Nicholas,Golden Retriever,2014/10/18
5393,Melissa Hester,Dennis,Chihuahua,2023/08/02
5394,Brittany Brewer,Kyle,Golden Retriever,2018/11/09
5395,Kevin Mcgee,Krista,Beagle,2010/03/11
5396,Daniel Lara,Jessica,Beagle,2017/10/03
5397,Martin Cameron,Dennis,Chihuahua,2018/07/10
5398,Stephanie Walker,Sarah,Dachshund,2009/02/23
5399,John Foster,Jenna,Golden Retriever,2012/03/03
5400,Amanda Schmidt,Jessica,Golden Retriever,2015/04/06
5401,Paul Miller,Kent,Rottweiler,2019/12/18
5402,Gregory Clark,Chad,Dachshund,2014/01/28
5403,Mr. Tracy Williams,Ann,Golden Retriever,2020/07/19
5404,Robert Kim,Stephen,Rottweiler,2013/04/26
5405,Hailey Gonzalez,Jill,Golden Retriever,2009/03/11
5406,Bethany Gonzalez,Steven,Bulldog,2020/06/13
5407,Victoria Cruz,Jake,Bulldog,2018/01/25
5408,Jamie Austin,Cristina,Bulldog,2013/02/11
5409,William Jones,William,Chihuahua,2010/03/16
5410,Jennifer Macdonald,Jessica,Rottweiler,2017/08/22
5411,Jacob Evans,Christopher,German Shepherd,2009/03/06
5412,Thomas Snyder,Matthew,German Shepherd,2009/01/05
5413,Brian Walters,James,Rottweiler,2023/12/25
5414,Theresa Farmer,Jill,Pug,2018/05/31
5415,Albert Johnson,Nathaniel,Pug,2024/10/23
5416,Michael Williams,Marcus,Beagle,2020/08/26
5417,Donald Mcintosh,Eric,Labrador Retriever,2009/05/30
5418,Sarah Stevens,Steven,Labrador Retriever,2016/12/04
5419,Craig Wilson,Thomas,Beagle,2017/06/08
5420,Kayla Schroeder,Jill,Beagle,2015/07/02
5421,Jennifer Beard,Bonnie,Rottweiler,2015/06/30
5422,Ryan Duncan,Valerie,Labrador Retriever,2012/05/06
5423,Matthew Henry,Stephanie,Golden Retriever,2023/03/26
5424,Eric White,Sarah,Dachshund,2019/08/20
5425,Patrick Harvey,Katherine,Golden Retriever,2015/05/02
5426,Jon Watson,Amanda,Dachshund,2021/09/27
5427,Jessica Garcia,Katrina,Labrador Retriever,2020/11/04
5428,April Mitchell,Jonathan,Dachshund,2014/05/10
5429,Joseph Blackwell,Michael,Bulldog,2016/08/25
5430,Jimmy Nelson,Alicia,Pug,2016/01/21
5431,Wendy Barrett,Elizabeth,Labrador Retriever,2009/07/03
5432,Brenda Roberts,Margaret,Labrador Retriever,2017/11/24
5433,Patrick Brown,Andrea,Labrador Retriever,2021/07/13
5434,Savannah Lewis,David,Poodle,2018/05/30
5435,Amy Dunn,Sherri,Golden Retriever,2024/07/14
5436,Sydney Martinez,Lauren,Bulldog,2012/08/31
5437,Jose Ingram,Danielle,Beagle,2009/09/29
5438,Jason Friedman,Daniel,Bulldog,2011/03/27
5439,Priscilla Singh,Thomas,Pug,2009/10/30
5440,Christopher Robinson,Audrey,Golden Retriever,2009/09/25
5441,Paula Farmer,William,Golden Retriever,2012/04/09
5442,Michael Williams,Rhonda,Bulldog,2015/11/28
5443,Jonathan Watts,Matthew,Labrador Retriever,2020/07/27
5444,Mary Bass,Jason,German Shepherd,2016/12/26
5445,Nicole Perez,Robert,Golden Retriever,2014/01/31
5446,Vincent Butler,Brianna,Dachshund,2014/07/19
5447,Brittany Meyer,William,Rottweiler,2010/04/22
5448,Lori Johnson,Paul,Chihuahua,2013/04/12
5449,Katherine Hughes,Kimberly,Pug,2009/04/08
5450,Rhonda Wallace,William,Bulldog,2017/04/21
5451,Jill Gonzales,John,Beagle,2018/12/08
5452,Jessica Craig,Leslie,German Shepherd,2017/09/06
5453,Claire Cook,Anthony,Golden Retriever,2021/07/29
5454,Steven Smith,David,Poodle,2019/02/09
5455,Tyler Robertson,Rebecca,Bulldog,2009/06/18
5456,David Boyd,Adam,Rottweiler,2011/06/30
5457,Jessica Pace,Stephanie,Poodle,2018/04/13
5458,Elizabeth Bennett,Ann,Bulldog,2015/01/21
5459,Autumn Haley,Brian,Poodle,2015/01/15
5460,Nicholas Wilson,Michael,German Shepherd,2011/04/12
5461,Laura Robinson,Amber,Beagle,2009/02/20
5462,Dr. James Garcia,Steven,Bulldog,2020/06/17
5463,Amy Mcknight,Natasha,German Shepherd,2011/09/12
5464,Brandon Morris,Kevin,Labrador Retriever,2015/03/14
5465,Dana Lamb,Andrew,German Shepherd,2013/07/31
5466,Natalie Schultz,Rebecca,Poodle,2020/03/21
5467,Daniel Lee,Karen,Rottweiler,2017/02/05
5468,Joseph Clark,Christina,Labrador Retriever,2009/02/01
5469,Daisy Hall,Carla,Dachshund,2023/09/04
5470,Dustin Hood,Lori,Golden Retriever,2017/01/05
5471,Gregory Malone,Daniel,German Shepherd,2009/01/03
5472,Dustin Clark,Amanda,Pug,2021/11/07
5473,Amber Hawkins,Rebecca,Dachshund,2019/01/10
5474,Michael Spencer,John,Labrador Retriever,2014/07/28
5475,Jennifer Patterson,Kristin,Labrador Retriever,2023/03/19
5476,Brandi Johnson,Susan,Pug,2019/03/11
5477,Michael Le,Ryan,Labrador Retriever,2011/04/30
5478,Thomas Jackson,Brent,Dachshund,2009/02/24
5479,Kendra Romero,William,Bulldog,2018/11/23
5480,Michael Davis,Alex,Chihuahua,2019/11/17
5481,Amber Ellis,William,Labrador Retriever,2014/06/29
5482,Sarah Taylor PhD,Jason,Labrador Retriever,2022/01/09
5483,Tiffany Melendez,Richard,Chihuahua,2011/08/17
5484,Rebecca Hayes,Dawn,Pug,2021/10/02
5485,Reginald Cameron,Michele,Labrador Retriever,2016/04/27
5486,Danielle Smith,Amber,Dachshund,2010/12/18
5487,Rebecca Schwartz,Christopher,Chihuahua,2023/05/27
5488,Yvonne Abbott,Robert,Beagle,2010/08/16
5489,Malik Raymond,Becky,Labrador Retriever,2016/11/17
5490,Yolanda Ayala,Regina,Rottweiler,2020/02/02
5491,Rachel Maldonado,Paul,Golden Retriever,2018/10/30
5492,Robert Schmidt,Jennifer,Bulldog,2020/06/03
5493,Charles Curry,Timothy,Chihuahua,2009/01/10
5494,Douglas Jenkins,Henry,Bulldog,2013/02/02
5495,Sandra Peterson,Christopher,Rottweiler,2021/10/10
5496,Timothy Sims,Pamela,Chihuahua,2022/11/04
5497,Diana Ponce,Jessica,Labrador Retriever,2016/05/03
5498,Michael Brown,Bruce,Beagle,2013/05/31
5499,Richard Lopez,Sharon,Rottweiler,2024/02/20
5500,Mr. Kevin Stevenson,Brandon,Labrador Retriever,2019/12/20
5501,Brian Perez,Jonathan,Beagle,2017/01/09
5502,Vicki Young,David,Chihuahua,2023/08/26
5503,Michael Harris,Julie,Poodle,2023/02/26
5504,Mike Brown,Jennifer,Poodle,2020/05/23
5505,Catherine Gardner,Anita,Rottweiler,2018/12/13
5506,Steven Braun,Sandra,Beagle,2019/11/04
5507,Matthew Sanchez,Jacob,Pug,2016/04/14
5508,Mark Dickerson,Krystal,Beagle,2010/01/16
5509,Lisa Branch,Chelsea,Rottweiler,2013/05/20
5510,Mary Hansen,William,Labrador Retriever,2023/08/22
5511,Maria Jones,Shannon,Chihuahua,2022/08/14
5512,Allison Smith,Thomas,Labrador Retriever,2024/01/09
5513,Stacey Martin,Jennifer,Chihuahua,2022/01/24
5514,Emily Little,Christine,Golden Retriever,2021/10/26
5515,Jerry Webb Jr.,Christina,Labrador Retriever,2023/11/16
5516,Donald Coleman,Sheri,Chihuahua,2018/03/07
5517,Benjamin Irwin,Janet,Poodle,2014/10/28
5518,Mark Galloway,Erica,Beagle,2015/01/12
5519,Jill Bradford,Lisa,Dachshund,2016/03/11
5520,Michael Tate,John,Rottweiler,2017/05/07
5521,Krystal Conrad,Juan,Beagle,2014/11/03
5522,Gary Blair,Dylan,Pug,2023/06/09
5523,David Castro,Henry,Chihuahua,2023/05/05
5524,Nicholas Banks,Todd,Pug,2017/11/24
5525,Suzanne Hall,Nancy,German Shepherd,2023/04/12
5526,Nicholas Gonzalez,Janet,Golden Retriever,2016/01/11
5527,Kimberly Colon,Caroline,Dachshund,2010/12/29
5528,Jose Howard,Kimberly,Bulldog,2021/07/08
5529,Julia Hill,Charles,Dachshund,2017/05/26
5530,Edward Webb,Kristen,Bulldog,2013/03/05
5531,Lisa Brady,Kristin,Bulldog,2010/05/17
5532,Timothy Newman,Ruben,Beagle,2013/01/29
5533,Katherine Mitchell,Brian,Golden Retriever,2021/07/20
5534,Stephanie Rivera,Carrie,Poodle,2022/05/17
5535,Amber Nguyen,Jamie,Bulldog,2021/08/29
5536,Mark Norris,Stefanie,Labrador Retriever,2009/10/26
5537,Ashley Hatfield,Kenneth,Dachshund,2016/11/29
5538,Matthew Freeman,Craig,Bulldog,2010/08/31
5539,Cynthia Hutchinson,Dana,Golden Retriever,2013/01/30
5540,Angie Mckee,Tammy,Dachshund,2022/11/19
5541,Matthew Walker,Lauren,Beagle,2024/12/15
5542,Lisa Ferrell,Veronica,Dachshund,2019/01/22
5543,Maria Hunt,Dana,Pug,2013/10/10
5544,Mary Garner,Antonio,German Shepherd,2022/06/09
5545,Teresa Jackson,Misty,Dachshund,2018/08/24
5546,Mr. John Bishop,Michelle,Bulldog,2024/01/21
5547,Sally Robles,Richard,Pug,2012/04/25
5548,Alexandra Estrada,Brittany,Bulldog,2009/12/22
5549,Cathy Boyer,Gina,Golden Retriever,2011/11/14
5550,Allen Neal,Regina,Labrador Retriever,2010/04/28
5551,Kenneth Taylor,Joshua,Dachshund,2010/08/09
5552,James Reynolds,Donna,Rottweiler,2015/10/08
5553,Chelsea Warren,Andrea,Bulldog,2020/08/03
5554,Carrie Monroe,Hannah,Pug,2024/06/18
5555,Alyssa Williams,Matthew,German Shepherd,2011/10/02
5556,Kristin Phelps,Richard,Bulldog,2024/06/21
5557,James Sutton,Diana,Chihuahua,2024/04/01
5558,Shannon Mcintosh,Alicia,Labrador Retriever,2024/04/24
5559,Pamela Smith,Janet,Poodle,2013/11/15
5560,Christopher Johns,Amber,Beagle,2009/01/10
5561,Vanessa Stone,Jill,Rottweiler,2021/04/13
5562,Veronica Franklin,Karen,Labrador Retriever,2019/04/10
5563,Leslie Bryant,Melissa,Dachshund,2009/11/18
5564,Timothy Lane,Rebecca,Pug,2016/07/01
5565,Matthew Wilcox,Carl,Dachshund,2023/10/23
5566,Briana Cain,James,Bulldog,2015/03/08
5567,Marie Rios,Kelsey,German Shepherd,2020/01/25
5568,Dr. Michael Hall,Katherine,Labrador Retriever,2010/10/06
5569,Linda Johnson,Michael,Rottweiler,2017/12/25
5570,Benjamin Lin,Samuel,Chihuahua,2024/12/04
5571,Taylor Reese,Elizabeth,Chihuahua,2012/08/10
5572,Christina Gordon,Bonnie,Dachshund,2020/02/21
5573,Bryce Thompson,Alice,Chihuahua,2021/09/07
5574,Marcus Doyle,Monica,Rottweiler,2010/11/21
5575,James Walker,Erika,Beagle,2013/11/21
5576,Vickie Becker,Meagan,Golden Retriever,2009/12/12
5577,Daniel Herrera,Angela,Pug,2023/07/01
5578,Richard Flores,Michael,Golden Retriever,2011/05/03
5579,Jasmine Fisher,Sean,Dachshund,2015/08/02
5580,Megan Berg,Teresa,Poodle,2024/09/27
5581,Jennifer Lopez,Emily,Chihuahua,2024/03/15
5582,Joseph Cooper,Sean,Beagle,2015/11/09
5583,Morgan Ortega,Christina,German Shepherd,2012/12/20
5584,Lori Howard,Dean,Beagle,2022/02/20
5585,Jack Ross,Aaron,Golden Retriever,2021/12/27
5586,Melanie Clark,Stephanie,Beagle,2009/04/23
5587,Eric Palmer,Judy,Golden Retriever,2022/12/16
5588,Dawn Jordan,Joel,Rottweiler,2018/10/02
5589,Hannah Williams,Dominique,Chihuahua,2009/02/25
5590,Connie Wood,Micheal,Pug,2019/09/09
5591,Nathan Torres,Amber,Poodle,2017/09/11
5592,Dale Mcgee,Autumn,Dachshund,2016/03/11
5593,Willie Bond,Amy,Pug,2016/12/24
5594,Nicholas Miller,Steven,Rottweiler,2014/10/06
5595,Lucas Torres,Alyssa,Labrador Retriever,2009/10/03
5596,Justin Greene,Theodore,Dachshund,2013/03/24
5597,Bryce Walker,Christopher,Golden Retriever,2015/07/01
5598,Hunter Solis,Robert,Bulldog,2022/11/16
5599,Amber Lawrence,Bradley,Dachshund,2016/12/04
5600,Dawn Jones,Monica,Beagle,2017/05/11
5601,David Chandler,Stephen,Pug,2010/10/26
5602,Jacob Keller,Patricia,Bulldog,2019/01/28
5603,Richard Valentine,Jose,German Shepherd,2010/12/28
5604,Amy Lutz,Melinda,Bulldog,2024/08/06
5605,Kelly Murphy,Stephen,Chihuahua,2017/01/01
5606,Lynn Taylor,John,Beagle,2010/12/16
5607,Shaun Frye,Ryan,Bulldog,2011/10/16
5608,Courtney Jenkins,Justin,Golden Retriever,2024/05/14
5609,Jacob Burke,Bobby,Pug,2024/08/14
5610,Valerie Shaw,Lucas,Chihuahua,2012/03/07
5611,Sara Young,Barbara,Beagle,2018/10/11
5612,Edward White,Jessica,Labrador Retriever,2019/01/04
5613,Joy Thompson,Richard,German Shepherd,2017/02/16
5614,Melinda Jones,Katie,Pug,2024/11/06
5615,Mr. Patrick Li Jr.,Brian,Bulldog,2019/06/14
5616,Dana Cox,Destiny,Pug,2013/05/31
5617,Jason Sparks MD,Larry,Poodle,2016/04/08
5618,Scott Bartlett,Deanna,Rottweiler,2019/02/14
5619,Tonya Decker,Bradley,Bulldog,2022/09/08
5620,Michael Hickman,Jessica,Rottweiler,2019/02/16
5621,Taylor Bailey,Michael,German Shepherd,2013/10/20
5622,Michael Adams,Lisa,Poodle,2011/10/28
5623,Michelle Garcia,Kenneth,Pug,2009/12/31
5624,Scott Castro,Tamara,Dachshund,2015/06/21
5625,David Carter,Timothy,Pug,2012/02/19
5626,Daniel Dominguez,Dwayne,Bulldog,2014/02/06
5627,Donna Beasley,Matthew,Dachshund,2021/12/11
5628,Michelle Pena,Michael,Chihuahua,2012/12/11
5629,Dennis Bowman,Jennifer,Labrador Retriever,2017/07/06
5630,Isaac Hines,Nicole,Rottweiler,2009/07/11
5631,Colleen Reid,Lacey,Pug,2018/12/17
5632,Timothy Green,Samantha,Golden Retriever,2024/08/24
5633,Rebekah Doyle,Michael,Bulldog,2017/09/05
5634,Kari Smith,Derrick,Bulldog,2012/12/08
5635,Patrick Miller,Jeremy,Pug,2012/03/11
5636,Raymond Carson,Brooke,Beagle,2015/08/22
5637,Amanda King,Michael,Poodle,2014/01/31
5638,Jeffery Carey,Keith,Rottweiler,2022/12/03
5639,Crystal Phillips,Corey,Pug,2010/04/07
5640,Alicia Gonzales,Ronald,Labrador Retriever,2015/11/07
5641,Katie Johnson,Julie,Rottweiler,2017/09/25
5642,Juan Johnson,Matthew,Beagle,2013/06/12
5643,Renee Lewis,April,Golden Retriever,2014/08/16
5644,Robert Vega,Diane,Dachshund,2013/02/20
5645,Clinton Henry,Andrew,Beagle,2020/02/20
5646,Bryan Wu,Yesenia,Pug,2011/12/06
5647,Kenneth Logan,Joy,Dachshund,2018/05/08
5648,Michelle Medina,Laura,Golden Retriever,2009/08/15
5649,Ms. Shelley Fox,Jessica,Labrador Retriever,2016/05/07
5650,Tammy Taylor,Brooke,Chihuahua,2016/10/05
5651,Sara Mendoza,David,Pug,2021/10/02
5652,Lisa Mitchell,Kimberly,Pug,2016/02/26
5653,Nicole Pacheco,Jennifer,Beagle,2012/05/18
5654,Natalie Parker,Joshua,Labrador Retriever,2021/02/07
5655,Krista Jackson,Walter,Poodle,2009/08/04
5656,Jennifer Baird,James,Labrador Retriever,2022/07/21
5657,Robert Russell,Stacey,Beagle,2015/05/24
5658,Andrew Garcia,Patrick,Rottweiler,2019/06/29
5659,Hannah Smith,James,Dachshund,2024/05/03
5660,Tonya Greene,Tyler,Golden Retriever,2013/02/21
5661,Cheyenne Wright,Ashley,Rottweiler,2015/09/23
5662,Kristen Roth,Becky,Rottweiler,2013/04/02
5663,Patrick Winters,Kristina,Dachshund,2023/04/05
5664,Brian Abbott,Brianna,German Shepherd,2024/04/19
5665,Robin Rodriguez,Alyssa,Rottweiler,2019/01/24
5666,Melvin Sutton,Andrea,Labrador Retriever,2023/10/24
5667,Tim Castillo,Kelli,Labrador Retriever,2012/06/03
5668,Nicholas Nolan,Kayla,German Shepherd,2020/11/05
5669,Cory Lewis,Kevin,Dachshund,2017/08/20
5670,Robert Arias,Alan,Beagle,2009/05/22
5671,John Escobar,Chelsea,German Shepherd,2023/10/06
5672,Michael Craig,Jason,Golden Retriever,2019/08/22
5673,Rebecca Garcia,David,Poodle,2015/05/07
5674,Jean Kane,Jeffrey,Rottweiler,2011/12/10
5675,Michelle Richardson,Jorge,German Shepherd,2021/01/02
5676,Nicholas Archer,Robert,Pug,2014/07/20
5677,Mary Rivas,Mary,German Shepherd,2013/06/18
5678,Nicholas Murray,Jill,Pug,2014/12/13
5679,Jennifer Lewis,Natalie,Dachshund,2009/09/30
5680,Angela Sanchez,Grace,German Shepherd,2015/11/14
5681,Jeremy Garner,Laura,German Shepherd,2011/04/27
5682,Beth Maynard,Renee,Beagle,2013/03/11
5683,Jennifer Bishop,Karen,Bulldog,2017/01/27
5684,Michael Roth,Amanda,Dachshund,2013/07/04
5685,Catherine Brewer,Jennifer,Rottweiler,2024/03/23
5686,Abigail Nguyen,Tonya,Dachshund,2024/09/23
5687,Carrie Moreno,Denise,Rottweiler,2022/06/07
5688,Robert Mills,Allison,German Shepherd,2018/01/16
5689,Jacqueline Simmons,Lisa,Beagle,2014/10/12
5690,Krista Castillo,William,Bulldog,2016/11/23
5691,Shelly Cook,Regina,Dachshund,2014/06/24
5692,Catherine Ward,Courtney,Beagle,2015/07/24
5693,Joshua Perez,Edward,Beagle,2009/05/23
5694,Alexander Reyes,Brenda,Rottweiler,2022/07/16
5695,Allison Moreno,David,Dachshund,2024/09/18
5696,Erica Parsons,Cathy,Labrador Retriever,2022/07/07
5697,Michael Butler Jr.,Paula,Rottweiler,2020/09/26
5698,Patricia Taylor,Kimberly,Chihuahua,2017/03/07
5699,Peter Weber,James,Pug,2018/01/26
5700,Samuel Miller,Tiffany,Poodle,2019/08/25
5701,Deanna Walsh,Charles,German Shepherd,2010/02/22
5702,Katrina Cruz,Alexander,Rottweiler,2018/08/01
5703,Samantha Yoder,Calvin,Beagle,2010/03/21
5704,Patricia Lloyd,Valerie,Labrador Retriever,2022/06/23
5705,Marvin Boone,Patrick,Chihuahua,2015/12/07
5706,Michael Gray,Tami,Poodle,2011/06/15
5707,Micheal Malone,Kristopher,Labrador Retriever,2013/05/16
5708,Robert Winters,Wayne,German Shepherd,2011/11/03
5709,Charles Price,Anne,German Shepherd,2011/01/05
5710,Erik Torres,Valerie,Poodle,2023/06/06
5711,Michael Moreno,Diana,Chihuahua,2009/10/20
5712,Melanie Gonzalez,Sean,German Shepherd,2022/07/14
5713,Jonathan Bailey,Carrie,Bulldog,2011/03/06
5714,Marcus Hall,Marcia,Golden Retriever,2018/10/03
5715,Philip Jones,Judith,Chihuahua,2012/12/29
5716,Jon Carr,Kyle,Golden Retriever,2010/02/23
5717,Alexandra Stanley,Taylor,Poodle,2012/09/24
5718,Teresa Robinson,Christy,Poodle,2021/03/25
5719,Stacy Miranda,Briana,Rottweiler,2015/07/01
5720,Paula Kim,Amy,Golden Retriever,2012/09/13
5721,Phillip Riley,Gary,Rottweiler,2020/12/28
5722,Toni Ford,Melissa,Rottweiler,2018/10/15
5723,Brenda Caldwell,Christine,Golden Retriever,2015/10/07
5724,Adam Kennedy,Amy,Beagle,2017/09/17
5725,Lisa Clarke,Christopher,German Shepherd,2024/07/29
5726,Justin Juarez,Kimberly,Beagle,2012/01/11
5727,Lisa Rogers,Gregory,German Shepherd,2014/10/09
5728,Monica Fleming,Julie,Beagle,2015/12/22
5729,Danny Silva,Dawn,Golden Retriever,2009/10/12
5730,Nicholas Coleman,Wendy,Dachshund,2013/01/02
5731,Diana Esparza,Kelly,Rottweiler,2015/05/07
5732,Catherine Skinner,Lauren,Golden Retriever,2022/01/30
5733,Stephanie Day,Brenda,Dachshund,2019/04/07
5734,Denise Roach,Amber,Rottweiler,2010/11/04
5735,Jamie Perez,Ricky,Golden Retriever,2011/10/30
5736,Lori Allen,Olivia,Rottweiler,2012/07/17
5737,Alex Green,Linda,German Shepherd,2011/02/13
5738,Michael Shields,Tara,Beagle,2023/07/17
5739,Stephanie Green,Brian,Beagle,2020/02/24
5740,Scott Williams,Joseph,Dachshund,2020/03/18
5741,Erika Knapp,Amanda,Golden Retriever,2009/03/20
5742,Olivia Matthews,Bianca,Rottweiler,2019/02/02
5743,Raymond Moyer,Abigail,Chihuahua,2023/06/03
5744,Clifford Hernandez,Matthew,Poodle,2024/03/20
5745,Amy Sharp,Norman,Pug,2020/08/23
5746,Noah Ortega,Keith,Rottweiler,2014/08/11
5747,Joseph Fitzgerald,Jason,Bulldog,2023/06/01
5748,Michael Morgan,Ashley,German Shepherd,2023/01/13
5749,Kyle Miranda,Andrea,Rottweiler,2011/10/22
5750,William Ward,Hannah,Poodle,2019/08/18
5751,Mrs. Martha Logan,James,Poodle,2012/10/01
5752,Kristen Shields,Timothy,Golden Retriever,2023/04/28
5753,Hunter Ramsey,Timothy,Dachshund,2015/10/02
5754,Luis Francis,Brian,Rottweiler,2020/01/14
5755,Leslie Ford,Christopher,Chihuahua,2020/10/21
5756,Jeremiah Henry,David,Golden Retriever,2020/06/21
5757,Morgan Frank,David,Dachshund,2023/09/06
5758,Andrew Smith,Lydia,Pug,2011/09/07
5759,Matthew Carter,Emily,Poodle,2022/04/25
5760,Krystal Cox,Joseph,Golden Retriever,2017/04/19
5761,Teresa Robertson,Robert,Beagle,2024/05/18
5762,Tiffany Walker,Matthew,Pug,2022/01/16
5763,Carlos Green,Justin,Bulldog,2010/05/28
5764,Brett Martin,Casey,Dachshund,2024/03/22
5765,Bryan Carroll Jr.,Christopher,Chihuahua,2019/05/30
5766,Shannon Perry,Heather,German Shepherd,2015/05/02
5767,Robert Rodriguez,Bruce,Bulldog,2018/06/18
5768,Erin Vaughn,Mallory,Poodle,2023/11/03
5769,Sarah Moran,Rebecca,Rottweiler,2016/05/02
5770,Marco Huffman,Stephanie,German Shepherd,2022/12/28
5771,Kimberly Alexander,Kelly,Chihuahua,2012/04/24
5772,Alison Hurley,Michael,Chihuahua,2021/05/01
5773,Maria Hill,James,Rottweiler,2021/10/08
5774,Melody Garcia,Jennifer,Pug,2012/06/20
5775,Pamela Parrish,Robert,Labrador Retriever,2023/10/14
5776,Carolyn Ballard,Brian,Golden Retriever,2014/02/14
5777,Gary Miller DVM,Joshua,Beagle,2013/05/05
5778,Judy Taylor,Savannah,Golden Retriever,2019/12/28
5779,Holly Miller,Patricia,Beagle,2009/02/17
5780,Aaron Jones,Tyrone,Chihuahua,2018/05/28
5781,James Howard,Elizabeth,Bulldog,2023/11/26
5782,David Martinez,Scott,Chihuahua,2020/03/10
5783,John Smith,Autumn,Golden Retriever,2017/09/12
5784,Valerie Dixon,Nathan,Bulldog,2014/06/05
5785,Elizabeth King,Tiffany,Poodle,2013/02/13
5786,Dan Sutton,Jessica,Dachshund,2010/07/13
5787,Kimberly Sims,Hector,German Shepherd,2019/04/03
5788,Robert Clarke II,Ashley,Chihuahua,2021/12/17
5789,Nicole Hendricks,Brittany,Chihuahua,2021/06/08
5790,Justin Hancock,Joe,Chihuahua,2016/06/25
5791,Gloria Flores,Carol,Pug,2010/03/17
5792,Patrick Delgado,Katrina,Dachshund,2014/11/14
5793,Bradley Davis,Savannah,Pug,2023/04/22
5794,Sheena Wilson,John,Poodle,2017/09/10
5795,Amy Hooper,Timothy,Dachshund,2023/10/04
5796,Cassandra Lopez,Hector,Labrador Retriever,2009/07/29
5797,Angela Baldwin,Jennifer,Beagle,2009/08/06
5798,Shawn Odonnell,Lawrence,Dachshund,2016/02/22
5799,Dr. Willie Ruiz II,Brenda,Labrador Retriever,2024/07/03
5800,Joe Cruz,Ashlee,German Shepherd,2024/08/19
5801,Rachael Arnold,Christopher,Bulldog,2016/08/20
5802,Jacqueline Lamb,James,Labrador Retriever,2018/08/18
5803,Frank Alvarez,Jared,Poodle,2018/01/05
5804,Justin Guzman,Danielle,Labrador Retriever,2015/12/02
5805,Robert Smith,Taylor,Rottweiler,2015/03/23
5806,Frank Ellis,Robert,Golden Retriever,2019/03/10
5807,Stephanie Gonzalez,Gabrielle,Bulldog,2012/02/08
5808,April Terrell,Tami,Pug,2019/01/20
